filename,width,height,class,xmin,ymin,xmax,ymax
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,61,106,89,126
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,53,125,80,144
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,95,112,125,132
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,34,74,62,96
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,54,57,84,77
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,94,73,125,95
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,98,44,130,66
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,115,61,149,86
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,147,104,174,126
apple--59-_jpg.rf.eb8c82b35a2550631cc7a95cd8a13de9.jpg,192,192,apple,54,7,82,26
damaged_apple--115-_jpg.rf.ef8ddcdc490d89dc1a7e232af51ad9af.jpg,192,192,apple,38,41,155,168
apple--154-_jpg.rf.ef0f312813e048a50efa096ed7e720f7.jpg,192,192,apple,28,17,160,177
apple--107-_jpg.rf.ec8b5bfee0bed76f9ebb215449650afc.jpg,192,192,apple,37,23,116,102
apple--107-_jpg.rf.ec8b5bfee0bed76f9ebb215449650afc.jpg,192,192,apple,7,83,98,158
apple--107-_jpg.rf.ec8b5bfee0bed76f9ebb215449650afc.jpg,192,192,apple,101,78,184,159
apple--8-_jpg.rf.ea8a7700aff803efea8f8c79d59bad9e.jpg,192,192,apple,65,64,129,157
apple--8-_jpg.rf.ea8a7700aff803efea8f8c79d59bad9e.jpg,192,192,apple,117,62,182,158
apple--18-_jpg.rf.ef99dc2f3f341c8fbfb11603c51f4b50.jpg,192,192,apple,7,43,57,110
apple--18-_jpg.rf.ef99dc2f3f341c8fbfb11603c51f4b50.jpg,192,192,apple,5,138,57,192
apple--18-_jpg.rf.ef99dc2f3f341c8fbfb11603c51f4b50.jpg,192,192,apple,82,57,140,126
apple--18-_jpg.rf.ef99dc2f3f341c8fbfb11603c51f4b50.jpg,192,192,apple,134,37,188,103
apple--18-_jpg.rf.ef99dc2f3f341c8fbfb11603c51f4b50.jpg,192,192,apple,115,2,165,46
apple--18-_jpg.rf.ef99dc2f3f341c8fbfb11603c51f4b50.jpg,192,192,apple,138,106,190,158
apple--18-_jpg.rf.ef99dc2f3f341c8fbfb11603c51f4b50.jpg,192,192,apple,92,38,134,76
damaged_apple--253-_jpg.rf.f01de2ef32fd00b41a5f3db14155d0db.jpg,192,192,apple,23,76,94,153
damaged_apple--253-_jpg.rf.f01de2ef32fd00b41a5f3db14155d0db.jpg,192,192,apple,103,77,167,163
apple--221-_jpg.rf.f01893f6dba6a6c217a061da60ccb4a1.jpg,192,192,apple,47,61,93,112
apple--221-_jpg.rf.f01893f6dba6a6c217a061da60ccb4a1.jpg,192,192,apple,58,113,103,169
apple--221-_jpg.rf.f01893f6dba6a6c217a061da60ccb4a1.jpg,192,192,apple,110,97,150,150
apple--221-_jpg.rf.f01893f6dba6a6c217a061da60ccb4a1.jpg,192,192,apple,147,27,184,81
apple--221-_jpg.rf.f01893f6dba6a6c217a061da60ccb4a1.jpg,192,192,apple,87,8,124,52
apple--221-_jpg.rf.f01893f6dba6a6c217a061da60ccb4a1.jpg,192,192,apple,45,12,83,56
apple--221-_jpg.rf.f01893f6dba6a6c217a061da60ccb4a1.jpg,192,192,apple,153,108,190,160
apple--221-_jpg.rf.f01893f6dba6a6c217a061da60ccb4a1.jpg,192,192,apple,102,64,137,100
damaged_apple--89-_jpg.rf.f2f915bc01a3e44ce2af05c76ebf8c5b.jpg,192,192,apple,1,42,55,99
damaged_apple--89-_jpg.rf.f2f915bc01a3e44ce2af05c76ebf8c5b.jpg,192,192,apple,34,99,87,161
damaged_apple--89-_jpg.rf.f2f915bc01a3e44ce2af05c76ebf8c5b.jpg,192,192,apple,93,115,144,164
damaged_apple--89-_jpg.rf.f2f915bc01a3e44ce2af05c76ebf8c5b.jpg,192,192,apple,62,28,131,106
damaged_apple--89-_jpg.rf.f2f915bc01a3e44ce2af05c76ebf8c5b.jpg,192,192,apple,122,47,184,101
damaged_apple--89-_jpg.rf.f2f915bc01a3e44ce2af05c76ebf8c5b.jpg,192,192,apple,155,100,192,160
damaged_apple--5-_jpg.rf.f96639fba7dc5fe54fdc527fa55b5cce.jpg,192,192,apple,37,34,159,141
apple--186-_jpg.rf.e4eeccd817f62fe0d6391e9fb249ad45.jpg,192,192,apple,10,92,84,191
apple--186-_jpg.rf.e4eeccd817f62fe0d6391e9fb249ad45.jpg,192,192,apple,13,2,89,95
apple--186-_jpg.rf.e4eeccd817f62fe0d6391e9fb249ad45.jpg,192,192,apple,62,39,139,163
apple--186-_jpg.rf.e4eeccd817f62fe0d6391e9fb249ad45.jpg,192,192,apple,123,93,191,189
apple--186-_jpg.rf.e4eeccd817f62fe0d6391e9fb249ad45.jpg,192,192,apple,123,5,186,104
apple--242-_jpg.rf.f258d48af27990e1bf7482bc0eee908d.jpg,192,192,apple,70,51,131,146
apple--112-_jpg.rf.f16344141419745b81a16971f8bfb3d8.jpg,192,192,apple,1,71,46,135
apple--112-_jpg.rf.f16344141419745b81a16971f8bfb3d8.jpg,192,192,apple,62,45,121,114
apple--112-_jpg.rf.f16344141419745b81a16971f8bfb3d8.jpg,192,192,apple,16,123,74,179
apple--112-_jpg.rf.f16344141419745b81a16971f8bfb3d8.jpg,192,192,apple,33,147,95,192
apple--112-_jpg.rf.f16344141419745b81a16971f8bfb3d8.jpg,192,192,apple,80,119,145,181
apple--112-_jpg.rf.f16344141419745b81a16971f8bfb3d8.jpg,192,192,apple,136,145,187,191
apple--112-_jpg.rf.f16344141419745b81a16971f8bfb3d8.jpg,192,192,apple,144,86,191,147
apple--112-_jpg.rf.f16344141419745b81a16971f8bfb3d8.jpg,192,192,apple,119,28,174,85
apple--136-_jpg.rf.ef8f5e8955165362a5995e70a9013b9a.jpg,192,192,apple,22,25,172,176
apple--176-_jpg.rf.f77699ae3cf0bcdd46cf2a850d89775b.jpg,192,192,apple,8,101,70,191
apple--176-_jpg.rf.f77699ae3cf0bcdd46cf2a850d89775b.jpg,192,192,apple,19,52,80,151
apple--176-_jpg.rf.f77699ae3cf0bcdd46cf2a850d89775b.jpg,192,192,apple,73,30,130,139
apple--176-_jpg.rf.f77699ae3cf0bcdd46cf2a850d89775b.jpg,192,192,apple,46,3,98,49
apple--85-_jpg.rf.fb5673b22987abe7b844b4f0f426d1d2.jpg,192,192,apple,42,22,143,173
damaged_apple--150-_jpg.rf.f5884cf9801767caceeb8e7e629dfb55.jpg,192,192,apple,49,22,150,160
apple--55-_jpg.rf.f5c609bc296750b0db5d683e656c3b71.jpg,192,192,apple,27,85,53,124
apple--55-_jpg.rf.f5c609bc296750b0db5d683e656c3b71.jpg,192,192,apple,41,49,66,85
apple--55-_jpg.rf.f5c609bc296750b0db5d683e656c3b71.jpg,192,192,apple,1,27,18,59
apple--55-_jpg.rf.f5c609bc296750b0db5d683e656c3b71.jpg,192,192,apple,83,65,113,105
apple--55-_jpg.rf.f5c609bc296750b0db5d683e656c3b71.jpg,192,192,apple,57,73,84,110
apple--55-_jpg.rf.f5c609bc296750b0db5d683e656c3b71.jpg,192,192,apple,53,18,78,55
apple--55-_jpg.rf.f5c609bc296750b0db5d683e656c3b71.jpg,192,192,apple,76,32,101,68
apple--74-_jpg.rf.fb488db20377be8dc95022420efef843.jpg,192,192,apple,85,71,154,184
apple--251-_jpg.rf.f677e538b8cba7595c0d1cd3bf870c84.jpg,192,192,apple,10,92,64,171
apple--251-_jpg.rf.f677e538b8cba7595c0d1cd3bf870c84.jpg,192,192,apple,71,92,120,166
apple--251-_jpg.rf.f677e538b8cba7595c0d1cd3bf870c84.jpg,192,192,apple,131,90,179,168
damaged_apple--242-_jpg.rf.fcc3a85cbc8ac1d7c028ce3fb8b469ef.jpg,192,192,apple,3,14,99,138
damaged_apple--242-_jpg.rf.fcc3a85cbc8ac1d7c028ce3fb8b469ef.jpg,192,192,apple,100,13,190,125
damaged_apple--163-_jpg.rf.f885d7010996a1450f76106fed473e5c.jpg,192,192,apple,39,44,177,166
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,5,131,48,192
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,25,79,78,144
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,53,129,114,191
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,88,74,149,139
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,118,126,179,188
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,45,31,114,97
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,37,3,90,54
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,1,2,39,52
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,95,2,142,52
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,118,39,169,90
apple--149-_jpg.rf.f1c8c18af9d85b0cb918e8b9681a38f3.jpg,192,192,apple,146,80,191,133
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,4,76,34,102
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,34,70,67,104
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,49,101,86,139
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,25,121,68,160
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,3,159,52,191
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,2,116,23,167
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,98,61,129,106
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,116,82,158,130
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,132,68,164,94
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,140,54,168,80
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,152,85,187,129
apple--54-_jpg.rf.f915b2d05b852162415b0c9a29cd0ce6.jpg,192,192,apple,162,66,190,93
damaged_apple--53-_jpg.rf.f3e516de59d67816410870b82f0a5f19.jpg,192,192,apple,80,104,131,180
damaged_apple--53-_jpg.rf.f3e516de59d67816410870b82f0a5f19.jpg,192,192,apple,35,70,77,135
damaged_apple--53-_jpg.rf.f3e516de59d67816410870b82f0a5f19.jpg,192,192,apple,59,42,99,105
damaged_apple--53-_jpg.rf.f3e516de59d67816410870b82f0a5f19.jpg,192,192,apple,129,100,173,165
damaged_apple--53-_jpg.rf.f3e516de59d67816410870b82f0a5f19.jpg,192,192,apple,92,56,131,110
apple--25-_jpg.rf.f453a54ce4d29e440cc7bdc4dbe27007.jpg,192,192,apple,35,46,125,160
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,5,39,33,74
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,8,70,34,107
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,32,100,57,135
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,2,134,21,171
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,23,139,49,174
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,60,144,87,178
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,93,109,121,150
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,115,52,140,96
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,71,78,99,118
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,61,44,87,84
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,38,37,61,74
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,121,102,148,144
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,151,84,176,125
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,112,149,138,186
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,140,48,168,88
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,150,12,172,52
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,98,15,127,67
apple--118-_jpg.rf.f465976509befb8d3abd5e01e0eec9b3.jpg,192,192,apple,77,9,102,50
apple--228-_jpg.rf.fe776fcd5c427af6d46a97924267ff96.jpg,192,192,apple,37,57,142,120
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,10,81,43,126
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,34,47,61,88
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,43,70,82,113
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,62,88,94,132
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,30,118,65,162
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,58,128,97,172
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,98,100,135,147
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,98,143,132,172
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,93,65,123,103
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,64,33,95,77
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,99,18,133,61
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,141,44,175,83
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,119,76,153,113
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,154,85,183,117
apple--61-_jpg.rf.f5925854af01636d87597eba4ad5f7e8.jpg,192,192,apple,139,106,175,146
damaged_apple--133-_jpg.rf.fa78a0893c95a2ec4c285900516deadd.jpg,192,192,apple,1,41,118,183
damaged_apple--133-_jpg.rf.fa78a0893c95a2ec4c285900516deadd.jpg,192,192,apple,102,3,192,154
damaged_apple--234-_jpg.rf.ffa43131f600922a4c11cf3f67739b00.jpg,192,192,apple,8,43,79,146
damaged_apple--234-_jpg.rf.ffa43131f600922a4c11cf3f67739b00.jpg,192,192,apple,90,41,176,162
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,20,116,60,166
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,61,123,100,158
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,98,146,139,191
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,122,128,160,174
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,145,109,185,154
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,77,107,110,142
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,44,76,71,104
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,99,42,128,86
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,95,82,132,116
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,163,87,190,119
apple--137-_jpg.rf.febe04af6c25afcd5bcf981321537339.jpg,192,192,apple,133,79,161,114
damaged_apple--10-_jpg.rf.fdda015f3193bc21160ba3c28e985589.jpg,192,192,apple,23,72,66,119
damaged_apple--10-_jpg.rf.fdda015f3193bc21160ba3c28e985589.jpg,192,192,apple,75,71,118,122
damaged_apple--10-_jpg.rf.fdda015f3193bc21160ba3c28e985589.jpg,192,192,apple,129,69,166,118
damaged_apple--10-_jpg.rf.fdda015f3193bc21160ba3c28e985589.jpg,192,192,apple,23,122,66,166
damaged_apple--10-_jpg.rf.fdda015f3193bc21160ba3c28e985589.jpg,192,192,apple,75,124,118,168
damaged_apple--10-_jpg.rf.fdda015f3193bc21160ba3c28e985589.jpg,192,192,apple,128,122,168,170
damaged_apple--18-_jpg.rf.fd10f06a0fd5222fd5d03408e46cf638.jpg,192,192,apple,45,55,138,166
damaged_apple--262-_jpg.rf.f45c0203c47fde2019bdc1a9491462f9.jpg,192,192,apple,118,151,175,190
damaged_apple--262-_jpg.rf.f45c0203c47fde2019bdc1a9491462f9.jpg,192,192,apple,72,109,125,177
damaged_apple--262-_jpg.rf.f45c0203c47fde2019bdc1a9491462f9.jpg,192,192,apple,20,19,84,99
damaged_apple--262-_jpg.rf.f45c0203c47fde2019bdc1a9491462f9.jpg,192,192,apple,82,18,127,72
damaged_apple--262-_jpg.rf.f45c0203c47fde2019bdc1a9491462f9.jpg,192,192,apple,118,84,170,150
apple--52-_jpg.rf.7b763c890ec7d788711cdbd83a46bfc0.jpg,192,192,apple,82,67,144,146
apple--226-_jpg.rf.7b9504e564dceb7288afc129fcabba62.jpg,192,192,apple,9,32,66,131
apple--226-_jpg.rf.7b9504e564dceb7288afc129fcabba62.jpg,192,192,apple,43,60,124,163
damaged_apple--59-_jpg.rf.7ba4eb25186d8858ed27e9a038cffb23.jpg,192,192,apple,40,41,88,119
damaged_apple--59-_jpg.rf.7ba4eb25186d8858ed27e9a038cffb23.jpg,192,192,apple,87,70,155,184
apple--237-_jpg.rf.7bfb6305f9c1b97d2539a24b74889ea4.jpg,192,192,apple,90,41,146,117
damaged_apple--41-_jpg.rf.7d945faa2f87187a9ab46157be62d529.jpg,192,192,apple,55,58,174,150
damaged_apple--217-_jpg.rf.7f7314ee678f3e34f86a61a646e0ee9f.jpg,192,192,apple,89,115,136,153
damaged_apple--217-_jpg.rf.7f7314ee678f3e34f86a61a646e0ee9f.jpg,192,192,apple,67,61,118,126
apple--45-_jpg.rf.7ed761284d7d448a1925f5c105e649d0.jpg,192,192,apple,52,62,155,131
apple--62-_jpg.rf.7c216f95343c81890ecf1b37975f7654.jpg,192,192,apple,27,75,88,159
apple--62-_jpg.rf.7c216f95343c81890ecf1b37975f7654.jpg,192,192,apple,104,78,167,158
damaged_apple--219-_jpg.rf.802c037da476babac9eeb9a923e4e415.jpg,192,192,apple,14,25,69,90
damaged_apple--219-_jpg.rf.802c037da476babac9eeb9a923e4e415.jpg,192,192,apple,87,25,132,87
damaged_apple--219-_jpg.rf.802c037da476babac9eeb9a923e4e415.jpg,192,192,apple,132,25,182,87
damaged_apple--219-_jpg.rf.802c037da476babac9eeb9a923e4e415.jpg,192,192,apple,117,83,173,168
damaged_apple--110-_jpg.rf.814d21676bfef92912af38a31325e182.jpg,192,192,apple,36,20,165,184
damaged_apple--161-_jpg.rf.82cc66825f5ab3a016420ef044d59b75.jpg,192,192,apple,18,9,64,72
damaged_apple--161-_jpg.rf.82cc66825f5ab3a016420ef044d59b75.jpg,192,192,apple,64,29,109,82
damaged_apple--161-_jpg.rf.82cc66825f5ab3a016420ef044d59b75.jpg,192,192,apple,72,78,128,145
damaged_apple--161-_jpg.rf.82cc66825f5ab3a016420ef044d59b75.jpg,192,192,apple,59,129,104,183
damaged_apple--161-_jpg.rf.82cc66825f5ab3a016420ef044d59b75.jpg,192,192,apple,114,32,162,83
damaged_apple--161-_jpg.rf.82cc66825f5ab3a016420ef044d59b75.jpg,192,192,apple,135,80,183,140
damaged_apple--208-_jpg.rf.7d25c61e28091fc57e553f73eb35aec3.jpg,192,192,apple,75,71,146,165
damaged_apple--208-_jpg.rf.7d25c61e28091fc57e553f73eb35aec3.jpg,192,192,apple,137,71,189,173
damaged_apple--2-_jpg.rf.8281c4bf1a97579a44598c0134553488.jpg,192,192,apple,33,36,176,150
apple--78-_jpg.rf.80cae86617eba47117c33f8adcadec78.jpg,192,192,apple,121,5,176,50
apple--78-_jpg.rf.80cae86617eba47117c33f8adcadec78.jpg,192,192,apple,5,43,57,86
apple--78-_jpg.rf.80cae86617eba47117c33f8adcadec78.jpg,192,192,apple,2,75,54,127
apple--276-_jpg.rf.83a081f070d98ceb583b6c184d0c436c.jpg,192,192,apple,34,19,126,137
apple--276-_jpg.rf.83a081f070d98ceb583b6c184d0c436c.jpg,192,192,apple,69,48,166,178
apple--129-_jpg.rf.83ceb83991fb676152fad6347accc40c.jpg,192,192,apple,7,13,52,87
